GCM,RCP,Lat,Lat1,Lon,Lon1,Cul,Sow,Year,Yield,CWR,Biomass
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-25,1984,16403.91,417.0,25901.76
mpi-esm1-2-hr,historical,40,25,-91,75,mag7,05-15,1997,2143.42,351.517,10696.39
gfdl-esm4,historical,40,25,-91,75,mag3,05-15,1984,4423.17,282.973,12918.63
gfdl-esm4,historical,40,25,-91,75,mag6,04-15,1989,9803.79,406.636,19713.93
ipsl-cm6a-lr,historical,40,25,-91,75,mag5,05-07,1988,7682.59,339.19100000000003,14912.65
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-15,1993,9822.15,388.21299999999997,19925.52
mri-esm2-0,historical,40,25,-91,75,mag3,05-15,2000,8877.84,354.399,16247.33
mpi-esm1-2-hr,historical,40,25,-91,75,mag7,05-07,1995,3033.96,361.703,15946.15
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-15,1993,9576.86,458.88599999999997,22492.31
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-15,2000,8723.69,416.348,19378.52
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-07,1992,9481.56,472.735,23768.02
mri-esm2-0,historical,40,25,-91,75,mag7,04-15,1999,8187.61,409.374,18459.56
gfdl-esm4,historical,40,25,-91,75,mag5,05-25,2000,5215.14,280.02,11483.04
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,04-15,1983,13718.67,458.264,24371.98
ukesm1-0-ll,historical,40,25,-91,75,mag7,04-25,1990,8407.06,409.769,19851.51
mpi-esm1-2-hr,historical,40,25,-91,75,mag2,04-25,1997,2351.56,352.69,14619.27
gfdl-esm4,historical,40,25,-91,75,mag6,04-25,1984,3186.8,311.631,13563.61
gfdl-esm4,historical,40,25,-91,75,mag8,05-25,1984,5676.54,369.009,15159.2
gfdl-esm4,historical,40,25,-91,75,mag3,05-25,1989,10581.7,341.144,18360.56
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,05-07,1992,6269.73,407.221,18687.56
mri-esm2-0,historical,40,25,-91,75,mag8,05-25,2000,8071.85,415.824,18911.34
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,05-25,1983,15136.13,401.588,24114.32
mpi-esm1-2-hr,historical,40,25,-91,75,mag3,04-25,1993,10278.18,369.551,18992.64
mri-esm2-0,historical,40,25,-91,75,mag6,04-25,2000,8795.75,416.758,19386.66
ukesm1-0-ll,historical,40,25,-91,75,mag7,04-25,2000,7003.19,429.98,17874.34
mri-esm2-0,historical,40,25,-91,75,mag2,05-25,1999,9459.74,412.418,21216.27
ukesm1-0-ll,historical,40,25,-91,75,mag3,05-25,1982,10921.45,340.192,19149.82
gfdl-esm4,historical,40,25,-91,75,mag5,05-07,1984,3397.94,285.325,13032.55
ipsl-cm6a-lr,historical,40,25,-91,75,mag4,04-15,1996,12457.47,448.888,22503.92
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-07,1990,12315.46,426.59900000000005,21656.6
mpi-esm1-2-hr,historical,40,25,-91,75,mag5,05-25,1992,7906.02,329.949,15683.21
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-15,1992,13024.96,438.676,22071.58
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-07,2000,11361.83,412.947,19040.58
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-25,1986,11269.18,476.818,25272.16
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,04-15,1985,9386.7,397.858,17601.24
mri-esm2-0,historical,40,25,-91,75,mag5,05-07,2000,8868.06,380.634,17146.77
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,05-15,1985,10335.76,449.978,21665.64
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,05-15,1988,7492.01,326.964,15139.93
mpi-esm1-2-hr,historical,40,25,-91,75,mag6,05-25,1993,9371.05,373.01800000000003,18627.39
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-07,1986,16888.1,466.497,28201.98
mpi-esm1-2-hr,historical,40,25,-91,75,mag8,04-25,1993,9320.69,450.39,22025.65
mri-esm2-0,historical,40,25,-91,75,mag3,05-25,2000,8466.52,334.288,15522.26
gfdl-esm4,historical,40,25,-91,75,mag5,05-15,2000,6142.71,305.625,13149.99
mri-esm2-0,historical,40,25,-91,75,mag7,04-25,1999,8066.08,412.251,18867.0
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-25,2000,8529.64,411.195,18934.65
gfdl-esm4,historical,40,25,-91,75,mag8,05-25,1989,8128.09,410.827,20512.21
ukesm1-0-ll,historical,40,25,-91,75,mag2,05-25,1990,7803.71,397.31699999999995,20631.08
mpi-esm1-2-hr,historical,40,25,-91,75,mag3,05-07,1992,8020.25,332.05600000000004,16476.93
gfdl-esm4,historical,40,25,-91,75,mag3,05-25,1984,5360.98,301.025,13708.87
mpi-esm1-2-hr,historical,40,25,-91,75,mag7,05-25,1997,1945.32,322.858,8995.64
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-15,1984,16657.75,427.52500000000003,26896.36
ukesm1-0-ll,historical,40,25,-91,75,mag5,05-07,1982,10582.53,382.711,20275.67
gfdl-esm4,historical,40,25,-91,75,mag6,04-25,1989,10503.43,415.025,20740.6
ipsl-cm6a-lr,historical,40,25,-91,75,mag8,05-15,1988,7489.75,399.53099999999995,18096.56
mri-esm2-0,historical,40,25,-91,75,mag4,05-07,1999,12312.09,416.908,20978.64
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,04-15,1995,10945.72,390.95,20109.73
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,05-15,1985,9464.57,354.94100000000003,16977.89
ukesm1-0-ll,historical,40,25,-91,75,mag7,04-25,1986,10376.15,462.494,24506.8
ipsl-cm6a-lr,historical,40,25,-91,75,mag2,05-07,1983,8064.03,407.709,22911.22
ipsl-cm6a-lr,historical,40,25,-91,75,mag6,04-15,1988,7943.25,380.437,16758.73
gfdl-esm4,historical,40,25,-91,75,mag5,05-07,1989,11042.47,382.315,19372.53
ukesm1-0-ll,historical,40,25,-91,75,mag6,04-25,1982,9986.46,408.494,21107.46
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-25,1982,9353.86,424.041,21901.92
mpi-esm1-2-hr,historical,40,25,-91,75,mag5,04-25,1997,5594.95,344.385,12873.42
ukesm1-0-ll,historical,40,25,-91,75,mag6,04-15,1984,10738.85,431.687,23256.75
mpi-esm1-2-hr,historical,40,25,-91,75,mag3,04-15,1983,9387.61,370.514,19243.04
gfdl-esm4,historical,40,25,-91,75,mag4,05-25,1989,14375.08,412.461,23153.6
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-15,1984,10605.53,426.764,23839.94
mpi-esm1-2-hr,historical,40,25,-91,75,mag4,04-25,1993,14918.92,446.383,24369.27
ipsl-cm6a-lr,historical,40,25,-91,75,mag3,05-25,1983,10377.32,323.228,18359.56
ukesm1-0-ll,historical,40,25,-91,75,mag8,05-07,1986,11188.64,474.635,25398.81
gfdl-esm4,historical,40,25,-91,75,mag7,04-15,2000,6133.75,372.373,16499.19
mri-esm2-0,historical,40,25,-91,75,mag5,05-25,1999,7607.85,313.476,13108.33
ukesm1-0-ll,historical,40,25,-91,75,mag4,05-25,1982,14895.45,416.043,24124.99
